Latitude,Longitude,Title
41.2256,-73.0616,Sikorsky Aircraft Corporation
26.7468,-80.1316,Sikorsky Aircraft Corporation
39.5032,-84.366,AK Steel Corp.
36.9789,-122.0346,Santa Cruz County Government
39.7621,-104.8759,Denver Regional Transit District
44.9635,-93.2678,Greater Metropolitan Automotive Dealers Association of Minnesota
40.0077,-75.1339,General Building Contractors Association
38.6358,-90.2451,Mason Contractors Association and Independent Employers
41.8373,-87.6862,MidAmerica Regional Bargaining Association
41.8373,-87.6862,"Grove Masonry Maintenance, Inc. and Tuckpointing Contractors Association"
37.8121,-121.9698,Contra Costa County
40.6943,-73.9249,"General Contractors Association of Greater New York, NY"
41.5906,-87.3472,Gary School District
34.1139,-118.4068,City of Los Angeles
40.487,-74.445,Robert Wood Johnson University Hospital
42.3834,-83.1024,Detroit School District
38.5667,-121.4683,Sacramento County
37.6896,-97.3442,Bombardier Learjet
33.3754,-86.8064,Goodyear Tire and Rubber Co.
40.9214,-98.3584,Goodyear Tire and Rubber Co.
40.6042,-73.7149,Goodyear Tire and Rubber Co.
35.7158,-79.8129,Goodyear Tire and Rubber Co.
41.0798,-81.5219,Goodyear Tire and Rubber Co.
39.0346,-95.6955,Goodyear Tire and Rubber Co.
36.4268,-89.0474,Goodyear Tire and Rubber Co.
29.4658,-98.5253,Goodyear Tire and Rubber Co.
38.8531,-77.2998,Goodyear Tire and Rubber Co.
43.064,-88.1231,Goodyear Tire and Rubber Co.
29.7863,-95.3889,"ABM Janitorial Services, GCA Services Group, Sanitors Services of Texas, Pritchard Industries Southwest"
32.1545,-110.8782,Raytheon Missile Systems
39.9651,-76.7315,Harley-Davidson Motor Company
30.3665,-88.5507,"Northrop Grumman Ship Systems, Ingalls Shipyard"
40.0077,-75.1339,Community College of Philadelphia
38.9047,-77.0163,National Fire Sprinkler Association
39.8983,-80.1855,Foundation Coal Holdings
37.6328,-122.0772,Hayward School District
46.1461,-122.9629,"Associated Wall and Ceiling Contractors of Oregon and Southwest Washington, Inc."
45.3772,-122.7746,"Associated Wall and Ceiling Contractors of Oregon and Southwest Washington, Inc."
47.6211,-122.3244,National Electrical Contractors of America
33.8038,-117.8218,Orange County Transportation Authority
42.3666,-89.0266,"Harlem Consolidated Schools, District 122"
40.6943,-73.9249,New York City Taxi and Limousine Commission
40.0077,-75.1339,Philadelphia Parking Authority
46.7756,-92.1392,University of Minnesota
42.6855,-89.0136,General Motors Corporation
37.7562,-122.443,San Francisco Bay Area Security Officers
37.7562,-122.443,Sutter Hospitals
40.6943,-73.9249,New York City Taxi and Limousine Commission
39.9297,-83.7957,International Truck and Engine Corporation
39.7771,-86.1458,International Truck and Engine Corporation
41.9029,-87.8642,International Truck and Engine Corporation
33.5496,-84.5914,International Truck and Engine Corporation
40.34,-75.9267,International Truck and Engine Corporation
29.7863,-95.3889,International Truck and Engine Corporation
34.1139,-118.4068,Alliance of Motion Picture and Television Producers
40.6943,-73.9249,Paratransit Operators Coalition
38.5667,-121.4683,Sutter Hospitals
37.0987,-80.6831,Volvo Trucks North America
42.9016,-78.8487,"American Axel and Manufacturing, Inc."
42.3834,-83.1024,"American Axel and Manufacturing, Inc."
37.7562,-122.443,Sutter Hospitals
42.2755,-83.7312,University of Michigan
42.7142,-84.5601,General Motors Corporation
39.1239,-94.5541,General Motors Corporation
37.7562,-122.443,Bay Area Maintenance Contractors
39.7771,-86.1458,Indiana Construction Association
33.4314,-112.6429,Performance Transportation Services
34.0601,-117.4013,Performance Transportation Services
41.8373,-87.6862,Performance Transportation Services
39.1637,-86.5257,Performance Transportation Services
37.1036,-85.3074,Performance Transportation Services
42.5912,-71.8156,Performance Transportation Services
42.3127,-83.2129,Performance Transportation Services
43.7062,-92.5702,Performance Transportation Services
40.9147,-74.1624,Performance Transportation Services
35.6619,-105.9819,Performance Transportation Services
40.7498,-73.7976,Performance Transportation Services
39.6374,-84.6445,Performance Transportation Services
39.9075,-75.2678,Performance Transportation Services
32.7936,-96.7662,Performance Transportation Services
40.7777,-111.9306,Performance Transportation Services
34.1139,-118.4068,University of California
37.6896,-97.3442,"Hawker Beechcraft, Inc."
37.7562,-122.443,Daughters of Charity Health System
47.5951,-122.1535,Bellevue School District
47.6211,-122.3244,The Boeing Company
47.6211,-122.3244,The Boeing Company
37.6896,-97.3442,The Boeing Company
37.7562,-122.443,"Sutter Hospitals, Daughters of Charity and Alliance Clinic"
32.7811,-97.3473,"Bell Helicopter Textron, Inc."
40.6943,-73.9249,Interior Demolition Contractors Association
47.3887,-122.2129,Kent Public School District
40.0077,-75.1339,Southeastern Pennsylvania Transportation Authority
40.1144,-88.2735,University of Illinois
40.0077,-75.1339,Temple University Hospital
40.0077,-75.1339,North Penn School District
39.1357,-121.6381,Capistrano Unified School District
37.7903,-122.2165,Oakland Unified School District
33.7981,-118.1675,The Boeing Company
44.9635,-93.2678,"Allina Health System / United Hospital, Children's Hospitals and Clinics, Fairview Health Services, HealthEast Care System, Mercy Hospital, North Memorial Hospital, Park Nicollete Methodist Hospital"
43.0642,-87.9673,Sheet Metal and Air Conditioning Contractors Association of Milwaukee
41.8373,-87.6862,Mid-America Regional Bargaining Association
40.6943,-73.9249,New York Shipping Association/New Jersey
21.3294,-157.846,Hilton Hotels Hawaiian Village Beach Resort and Spa
33.9381,-117.3948,"HCA Corporation, Riverside Community Hospital and West Hills Hospital and Medical Center"
34.1139,-118.4068,Kaiser Permanente Los Angeles Medical Center
21.3294,-157.846,"Hawaiian Electric, Maui Electric, Hawaii Electric Light Company"
38.9047,-77.0163,Washington Hospital Center
41.8373,-87.6862,National Football League
45.3772,-122.7746,Plumbing and Piping Industry Council Inc. dba Plumbing and Mechanical Contractors Association
40.0077,-75.1339,General Building Contractors Association
39.161,-75.5203,General Building Contractors Association
40.0077,-75.1339,Interior Finish Contractors Association
34.1139,-118.4068,Kaiser Permanente Los Angeles Medical Center
38.6358,-90.2451,Mason Contractors Association
39.1239,-94.5541,Mechanical Contractors Association
43.0642,-87.9673,Plumbing and Mechanical Contractors' Association of Milwaukee
44.8164,-93.6092,American Crystal Sugar Company
43.1487,-93.1998,American Crystal Sugar Company
47.403,-97.0635,American Crystal Sugar Company
42.3188,-71.0846,Verizon Communications
40.1144,-88.2735,Hyatt Hotels
32.8312,-117.1225,Hyatt Hotels
21.903,-159.461,Hyatt Hotels
47.2431,-122.4531,City of Tacoma
33.6772,-117.7738,"Sutter Hospitals, Kaiser Permanente Hospitals, Children's Hospital and Research Center"
37.7562,-122.443,"Sutter Hospitals, Children's Hospital and Research Center"
41.0467,-83.6379,Cooper Tire and Rubber Company
34.1139,-118.4068,"Sutter Hospitals, Memorial Care Hospitals"
37.7562,-122.443,"Sutter Hospitals, Memorial Care Hospitals"
37.7562,-122.443,Kaiser Permanente Hospitals
33.9381,-117.3948,Riverside County Regional Medical Center
42.2597,-89.0641,Rockford School District 205
32.7811,-97.3473,Lockheed Martin Corporation
37.7562,-122.443,Sutter Health Hospitals
36.5922,-121.8807,"AT&T, Inc."
36.2333,-115.2654,"AT&T, Inc."
37.7562,-122.443,Sutter Health Hospitals
40.9466,-73.8674,Consolidated Edison
40.6943,-73.9249,Consolidated Edison
37.767,-122.2672,Sutter Health Hospitals
36.5922,-121.8807,"AT&T, Inc."
41.1035,-73.5583,"AT&T, Inc."
36.2333,-115.2654,"AT&T, Inc."
41.8373,-87.6862,City of Chicago Public School District 299
37.7562,-122.443,Sutter Health Hospitals
39.5729,-119.7157,"Raley's, Nob Hill Stores"
36.9206,-121.7706,"Raley's, Nob Hill Stores"
39.1239,-94.5541,Hostess Brands
37.7562,-122.443,Sutter Health Hospitals and Hospital Corporation of America
34.1139,-118.4068,Pacific Maritime Association
42.1227,-88.2895,Community Unit School District 300
35.149,-86.5634,Goodman Manufacturing Company
37.7562,-122.443,Sutter Health Hospitals and Hospital Corporation of America
40.6943,-73.9249,New York City Public Schools
44.9635,-93.2678,"G4S, Allied Barton, Securitas, Viking Security, ABM Security, and Whelan Security"
40.0077,-75.1339,Sheet Metal Contractors Association of Philadelphia and Vicinity
37.7562,-122.443,"Sutter Health Hospitals, Hospital Corporation of America"
38.5667,-121.4683,University of California Medical Centers
37.7562,-122.443,University of California Medical Centers
34.1139,-118.4068,University of California Medical Centers
33.6772,-117.7738,University of California Medical Centers
32.8312,-117.1225,University of California Medical Centers
37.7562,-122.443,Bay Area Rapid Transit - BART
37.7903,-122.2165,City of Oakland
32.8353,-97.1808,"Bell Helicopter Textron, Inc."
34.1139,-118.4068,"Los Angeles County, CA"
39.3051,-76.6144,"Steamship Trade Association of Baltimore, Maryland Port Administration"
37.7562,-122.443,Bay Area Rapid Transit - BART
41.5189,-88.1499,Will County
34.1139,-118.4068,University of California Medical Centers
37.7562,-122.443,University of California Medical Centers
47.6671,-117.433,"Deaconess Medical Center, Valley Hospital"
34.1139,-118.4068,Los Angeles County
41.8373,-87.6862,University of Illinois at Chicago
39.3051,-76.6144,Johns Hopkins Hospital
31.3428,-85.7154,"Army Fleet Support, LLC"
37.7269,-121.4522,"Queen of the Valley Medical Center, Sutter Tracy Community Hospital, Watsonville, Community Hospital"
33.6391,-97.1488,Zodiac Seats US
42.3697,-87.8716,Waukegan School District 60
43.6773,-70.2715,Fairpoint Communications
42.7491,-71.491,Fairpoint Communications
44.4622,-73.2203,Fairpoint Communications
33.6772,-117.7738,"Kaiser Permanente Hospitals - CA, Sutter Hospitals - CA, Providence Hospital - DC"
38.9047,-77.0163,"Kaiser Permanente Hospitals - CA, Sutter Hospitals - CA, Providence Hospital - DC"
47.2431,-122.4531,"St. Joseph Medical Center, St. Clare Hospital"
37.7562,-122.443,SFO Airport Restaurant Employer Council
38.9047,-77.0163,Medstar Washington Hospital Center
37.7562,-122.443,Kaiser Permanente Hospitals
37.9985,-122.116,Royal Dutch Shell Oil and Other Refineries
41.6731,-87.4843,Royal Dutch Shell Oil and Other Refineries
38.4189,-82.6024,Royal Dutch Shell Oil and Other Refineries
30.0132,-90.8232,Royal Dutch Shell Oil and Other Refineries
40.8075,-81.3677,Royal Dutch Shell Oil and Other Refineries
29.6898,-95.1151,Royal Dutch Shell Oil and Other Refineries
48.4878,-122.6292,Royal Dutch Shell Oil and Other Refineries
47.0417,-122.8959,Washington State Legislature
34.1139,-118.4068,"Sutter Auburn Faith Hospital, Mills-Peninsula Health Services, Sutter Tracy Community Hospital, Sutter Roseville Medical Center, Sutter Santa Rosa Medical Center"
37.7562,-122.443,"Sutter Auburn Faith Hospital, Mills-Peninsula Health Services, Sutter Tracy Community Hospital, Sutter Roseville Medical Center, Sutter Santa Rosa Medical Center"
40.4396,-79.9762,Allegheny Technologies Incorporated
40.8371,-81.2643,Allegheny Technologies Incorporated
39.3036,-80.2477,Allegheny Technologies Incorporated
35.1988,-101.8311,Consolidated Nuclear Security
46.2506,-119.1304,Pasco School District
47.6211,-122.3244,Seattle School District
43.7403,-87.7316,Kohler Company
38.359,-121.968,Solano County Municipal Government
38.359,-121.968,Sonoma County Municipal Government
43.4196,-83.8992,Nexteer Automotive
40.6943,-73.9249,"Port Authority of New York and New Jersey, New York Shipping Association"
40.7245,-74.1725,"Port Authority of New York and New Jersey, New York Shipping Association"
44.9635,-93.2678,Minneapolis-St. Paul Contract Cleaners Association
34.1139,-118.4068,Kaiser Permanente Los Angeles Medical Center
41.8373,-87.6862,City of Chicago Public School District
38.9047,-77.0163,Verizon Communications Inc.
42.3834,-83.1024,Detroit Public Schools
32.8312,-117.1225,AT&T Inc.
44.9635,-93.2678,Allina Health
34.1139,-118.4068,Kaiser Permanente Los Angeles Hospital Center
37.9765,-121.3109,San Joaquin County
38.6358,-90.2451,Painting and Decorating Foundation
44.9635,-93.2678,Allina Health
37.8723,-122.276,Contra Costa County
41.0027,-76.4561,Pennsylvania State System of Higher Education
40.0077,-75.1339,Southeastern Pennsylvania Transportation Authority
37.7562,-122.443,University of California
34.1139,-118.4068,AT&T Inc.
40.6943,-73.9249,Charter Communications Inc.
42.3188,-71.0846,Tufts Medical Center
41.8373,-87.6862,Chicago New Car Dealer Committee
33.9381,-117.3948,Riverside County Municipal Government
37.7903,-122.2165,City of Oakland
38.3484,-81.6323,West Virginia Legislature
37.7785,-79.9868,Frontier Communications
38.3484,-81.6323,Frontier Communications
40.7161,-74.0682,Jersey City School District
38.1924,-84.8643,Kentucky State Legislature
35.4676,-97.5136,Oklahoma State Legislature
33.5722,-112.0891,Arizona State Legislature
39.7621,-104.8759,Colorado State Legislature
37.7562,-122.443,University of California Medical Centers
35.8325,-78.6435,North Carolina State Legislature
41.7918,-88.0888,AT&T Inc.
39.7157,-86.0871,AT&T Inc.
42.3834,-83.1024,AT&T Inc.
41.3138,-81.7452,AT&T Inc.
44.515,-87.9896,AT&T Inc.
42.3889,-71.2423,National Grid
44.4877,-73.2314,University of Vermont Medical Center
41.823,-71.4187,Rhode Island and Hasbro Children's Hospital
47.6211,-122.3244,Association General Contractors of Washington
42.3834,-83.1024,Michigan Infrastructure and Transportation Association
47.2431,-122.4531,Tacoma School District
41.8373,-87.6862,Chicago Downtown Hotels
42.3834,-83.1024,Marriott Corporation
42.3188,-71.0846,Marriott Corporation
21.3294,-157.846,Marriott Corporation
37.7562,-122.443,Marriott Corporation
37.7562,-122.443,University of California Medical Centers
37.7562,-122.443,Kaiser Permanente
34.1139,-118.4068,Los Angeles Unified School District
39.7621,-104.8759,Denver Public Schools
38.3484,-81.6323,West Virginia Legislature
37.7903,-122.2165,Oakland Unified School District
42.1168,-80.0733,Wabtec Corp.
38.1924,-84.8643,Kentucky State Legislature
41.8373,-87.6862,University of Illinois at Chicago
34.1139,-118.4068,University of California Medical Centers
33.6772,-117.7738,University of California Medical Centers
32.8312,-117.1225,University of California Medical Centers
38.5552,-121.7365,University of California Medical Centers
37.7562,-122.443,University of California Medical Centers
38.5667,-121.4683,Sacramento City Unified School District
42.3908,-71.1013,Stop & Shop Supermarket Co.
41.823,-71.4187,Stop & Shop Supermarket Co.
41.1918,-73.1953,Stop & Shop Supermarket Co.
35.8325,-78.6435,North Carolina State Legislature
34.0376,-80.9037,South Carolina State Legislature
41.6639,-83.5822,Mercy Health St. Vincent Medical Center
44.9231,-123.0246,Oregon State Legislature
33.5277,-86.7987,AT&T Inc.
25.8646,-80.3516,AT&T Inc.
33.7627,-84.4224,AT&T Inc.
36.8386,-87.4776,AT&T Inc.
30.2084,-92.0323,AT&T Inc.
30.4082,-88.7861,AT&T Inc.
36.0758,-79.4686,AT&T Inc.
34.0376,-80.9037,AT&T Inc.
35.9692,-83.9496,AT&T Inc.
46.1978,-119.1732,Kennewick School District
42.3834,-83.1024,General Motors
26.3752,-80.108,Tenet Healthcare
32.1545,-110.8782,Tenet Healthcare
33.8017,-116.5382,Tenet Healthcare
41.8373,-87.6862,University of Chicago Nurses
30.3322,-81.6749,Mack Trucks
39.6401,-77.7217,Mack Trucks
40.4396,-79.9762,Mack Trucks
35.1988,-101.8311,Asarco
33.5722,-112.0891,Asarco
41.8373,-87.6862,Chicago Public Schools
42.3188,-71.0846,Harvard University
34.1139,-118.4068,Kaiser Permanente
47.6211,-122.3244,Swedish Medical Centers
37.9765,-121.3109,San Joaquin County
44.9477,-93.104,St. Paul Public Schools
43.9346,-69.8346,Bath Iron Works
42.2755,-83.7312,University of Michigan
41.8373,-87.6862,University of Illinois
37.7562,-122.443,Alameda Health System (AHS)
41.8373,-87.6862,Cook County
38.9047,-77.0163,AFL-CIO Headquarters
41.6758,-72.7862,AFSCME Roll of Honor
40.4396,-79.9762,Allegheny Arsenal Explosion Monument
41.8373,-87.6862,American Factory Worker Sculptures
40.4396,-79.9762,American Federation of Labor Founding State Historical Marker
38.9047,-77.0163,American Federation of Labor Headquarters
41.8373,-87.6862,American Federation of Teachers Office
34.1139,-118.4068,American Merchant Marine Veterans Memorial
38.6358,-90.2451,American Merchant Seamen Memorial
40.3258,-78.9193,America’s Industrial Heritage Project
38.9047,-77.0163,Amtrak Workers Memorial
40.4396,-79.9762,"Anderson, Colonel James, Monument"
40.8167,-76.2004,Anthracite Miners Memorial
41.2468,-75.8759,Anthracite Boys Bust
38.9047,-77.0163,Arsenal Monument
41.6639,-83.5822,Auto-Lite Workers’ Memorial
39.8248,-75.7819,Avondale Mine Disaster Historical Marker (Avondale)
41.4044,-75.6649,Avondale Mine Disaster Historical Marker (Scranton)
37.9364,-107.8269,"Barthell, John, Monument"
37.7562,-122.443,Baton Rouge Victory Memorial
39.6572,-74.7678,Batsto Village
37.8509,-81.9857,Battle of Blair Mountain Historic Site
37.626,-82.17,Battle of Matewan Historic Sity
37.2043,-77.3913,"Battle of the Crater, site"
42.3127,-83.2129,Battle of the Overpass Historical Marker
43.0642,-87.9673,Bay View Martyrs Historical Marker
37.6651,-80.8828,Big Bend Tunnel Historical Marker
39.5058,-89.7711,"Bilyeu, George Franklin, Monument"
33.5277,-86.7987,Birmingham Civil Rights Institute
40.6943,-73.9249,Black Worker Sculpture
40.4757,-88.9703,Bloomington Workers’ Memorial
38.325,-123.0308,Bodega Bay Fisherman’s Memorial
38.2562,-119.2123,Bodie Union Hall
42.6389,-71.3217,Boott Cotton Mills Museum
40.4074,-79.9097,Bost Building Historical Marker
40.9363,-74.1887,"Botto, Pietro, House"
31.4126,-109.9179,"Brew, James, gravesite"
37.7562,-122.443,"Bridges, Harry, Bust"
42.2617,-84.9597,Brotherhood of Locomotive Engineers Monument
45.902,-112.6571,Butte-Anaconda Historical Park System Master Plan
39.3797,-74.4527,CIO Founding Historical Marker
40.2643,-80.1868,Canonsburg Honor Roll Tablet
39.604,-110.8004,Carbon County Coal Miners Statue
37.7562,-122.443,Cesar Chavez Elementary School Mural
37.603,-122.0187,"Chavez, Cesar, Bust"
41.428,-89.2132,Cherry Mine Disaster Monument
38.895,-121.0778,Chinese Railroad Worker Statue
39.5729,-119.7157,Chinese in Nevada State Historical Marker
37.7562,-122.443,Chipper Sculpture
41.8683,-87.8157,Cigar Makers Union Monument
41.4767,-81.6804,Cleveland Labor History Museum & Resource Center
39.771,-89.6538,"Coal Miner, The"
44.7962,-106.9643,Coal Miners Memorial
41.8698,-106.5596,Coal Miners Monument–2.1
39.4768,-80.1491,Coal Miner’s Memorial
37.7562,-122.443,Coit Tower Murals
39.9949,-105.0997,Columbine Massacre Historical Marker
40.4396,-79.9762,"Congress of Industrial Organizations Founding, State Historical Marker"
42.7354,-73.6751,"Connolly, James, Memorial"
44.1997,-72.5083,"Corti, Elia, Gravesite"
40.0868,-79.7528,Darr Mine Disaster State Historical Marker
39.4654,-87.3763,"Debs, Eugene V., Home"
37.7903,-122.2165,"Dellums, Cottrell, Lawrence, Monument"
41.2696,-88.2235,Diamond Mine Disaster Marker
46.497,-87.5968,Ely Township Centennial Memorial
42.1168,-80.0733,Erie County Labor Monument
46.7226,-122.9696,"Everest, Wesley, Gravesite"
45.2592,-111.3426,Fire Fighter Memorial #2.-8.1 & Post Point
44.4915,-84.5914,Firefighters of Michigan Monument
42.626,-70.6897,Fisherman’s Memorial
41.4803,-71.3205,Fisherman’s Memorial State Park
40.4757,-88.9703,Flag Pole Memorial to Wartime Workers
43.0235,-83.6922,Flint Sitdown Strike Historical Marker
42.3127,-83.2129,Ford Hunger March
33.5277,-86.7987,Fourth Avenue Business District
37.7562,-122.443,"Furuseth, Andrew, Memorial"
38.9047,-77.0163,"Furuseth, Andrew, Memorial Bust"
37.7562,-122.443,Garcia & Maggini Warehouse
40.6943,-73.9249,Garment Worker Statue
38.9047,-77.0163,"Gompers, Samuel, House"
38.9047,-77.0163,"Gompers, Samuel, Memorial (DC)"
29.4658,-98.5253,"Gompers, Samuel, Memorial (TX)"
41.8373,-87.6862,"Haley, Margaret A., Plaque"
42.7732,-73.7077,Harmony Mills
39.1512,-119.7474,"Haslam, Bob, Pony Express Memorial"
37.626,-82.17,"Hatfield, Sid, Monument"
41.8683,-87.8157,Haymarket Martyrs’ Monument
37.5905,-80.5419,"Henry, John, Monument"
40.4074,-79.9097,Homestead Historical Marker
40.3937,-79.9004,Homestead Strikers’ Gravesites
40.7777,-111.9306,"Horton, Roy, Headstone"
41.0798,-81.5219,ICWU/URW Worker Memorial
37.7562,-122.443,ILWU Monument
39.771,-89.6538,Illinois Workers’ Memorial
40.4757,-88.9703,Irish Rail Workers’ Monument
40.752,-89.6153,Ironworkers Memorial
47.2478,-88.4535,Italian Hall
44.1997,-72.5083,Italian-American Stonecutters Monument
39.2745,-77.8632,Jefferson County Jail
40.3258,-78.9193,Johnstown Corporation Plaque
39.0017,-76.9649,"Jones, Mary Harris “Mother,” Historical Marker"
39.0726,-89.7277,"Jones, Mary Harris “Mother” and Miners’ Monument"
38.2082,-81.3868,"Jones, Mary Harris “Mother”, Prison Site"
33.5277,-86.7987,"Jones, Walter, Memorial"
39.1239,-94.5541,Kansas City Labor History Tour
40.7922,-76.283,"Kehoe, Jack, Hibernian House"
41.8744,-71.3743,"Kelby, Alexander, Grave Marker"
38.9047,-77.0163,Labor Hall of Fame
40.8331,-75.8848,Lattimer Massacre Memorial & Historical Marker
38.8185,-77.0861,"Lewis, John L., Home"
39.771,-89.6538,"Lewis, John Llewellyn, Gravesite"
33.7981,-118.1675,Liberty Hill Monument
45.902,-112.6571,"Little, Frank, Gravesite"
42.7003,-71.1626,"Lopizzo, Anna, Grave Marker"
37.175,-104.4908,Ludlow Massacre Monument
37.7562,-122.443,"Lundeberg, Harry, Memorial"
38.9034,-90.1523,Madison County Worker’s Memorial
40.6943,-73.9249,Make-Up Man
37.7562,-122.443,Marine Firemen Bas-Relief
39.9357,-80.0751,Mather Mine Disaster Monument
39.9362,-75.1073,"McGuire, Peter, Memorial"
40.3244,-79.8589,McIntyre Mine Disaster Monument
37.7562,-122.443,Mechanics Monument
35.1046,-89.9773,Memphis Strike of 1968 Monument
37.7562,-122.443,Merchant Seamen Plaque
42.3834,-83.1024,Michigan Labor Legacy Landmark
44.2679,-83.5244,Michigan Lumberman’s Memorial
39.638,-79.9468,"Miley, J. Frank, Gravesite"
46.497,-87.5968,Miners’ Mound
38.7087,-105.142,"Miners’ Union Hall, WFM Local #32"
39.3076,-119.6483,Miner’s Union Hall
41.4044,-75.6649,"Mitchell, John, Monument"
42.7354,-73.6751,"Mullaney, Kate, House"
42.7354,-73.6751,"Mullaney, Kate, Memorial"
39.7621,-104.8759,"Murphy, John, Memorial"
40.2643,-80.1868,"Murray, Philip, Bridge"
39.7026,-78.8425,Museum in the Park
43.0642,-87.9673,National Association of Letter Carriers Centennial Monument
39.0817,-94.8776,National Farmer’s Memorial
38.9047,-77.0163,National Law Enforcement Officers Memorial
39.1512,-119.7474,Nevada Law Enforcement Officers Memorial
40.0077,-75.1339,New Century Guild Building
32.3473,-86.2666,"Nixon, E.D., Home"
42.3834,-83.1024,Old Fireman’s Hall
44.1997,-72.5083,Old Labor Hall
39.7621,-104.8759,"Pettibone, George, Monument"
61.0963,-146.2596,Pipeline Workers Monument
40.6943,-73.9249,Players Club
29.6583,-95.1499,Poultry Worker’s Memorial
38.9047,-77.0163,"Powderly, Terence V., Gravesite"
38.9047,-77.0163,"Powderly, Terence, Home"
39.6506,-78.9269,Prospect V-III Mining Memorial
40.0077,-75.1339,"Quinn, Richard F., Monument"
40.4396,-79.9762,Railroad Strike of 1877 State Historical Marker
40.4757,-88.9703,Railroad Workers’ Monument
38.9047,-77.0163,"Randolph, A. Philip, Memorial"
42.3188,-71.0846,"Randolph, A. Philip, Memorial"
45.3589,-84.2274,Reuther Memorial
37.7562,-122.443,Rincon Annex Post Office Murals
41.4699,-90.5827,Rock Island Worker’s Memorial
37.9477,-122.339,Rosie the Riveter Memorial
42.3188,-71.0846,Sacco and Vanzetti Memorial
38.6358,-90.2451,"Sellers, Capt. Isaiah, Grave Marker"
40.5789,-79.7653,"Sellins, Fannie and Starzeleski, Joseph, Monument"
40.5789,-79.7653,"Sellins, Fannie, Historical Marker"
46.7226,-122.9696,Sentinel
38.9047,-77.0163,Service Employees International Union Bas-Relief
37.7562,-122.443,Skygate
38.2501,-89.7746,Southern Illinois Coal Miners Memorial
45.902,-112.6571,Speculator Mine Monument
37.7903,-122.2165,"St. John, Vincent, Memorial"
41.8683,-87.8157,"Strasser, Adolph, Gravesite"
38.9047,-77.0163,"Sturdivant, John, Bust"
40.622,-79.1552,"Sylvis, William H., Historical Marker"
39.9408,-75.276,"Sylvis, William, Monument"
44.0716,-103.2204,TOTH Mining Memorial
33.7627,-84.4224,"Talbot, Tom, Statue"
42.2617,-84.9597,"Thompson, J.C., Home & Historical Marker"
40.6943,-73.9249,Triangle Fire Ladder Plaque
40.6943,-73.9249,Triangle Fire Plaque (cemetery)
40.6943,-73.9249,Triangle Fire Plaque (factory site)
39.1512,-119.7474,Tribute to Nevada Miners Statue
42.2237,-83.366,UAW West Side Local 174 WPA Mural
38.9047,-77.0163,"United Mine Workers of America International Headquarters, 1937-99"
39.195,-106.8369,"Waite, Governor Davis H., Monument"
38.9047,-77.0163,Washington National Cathedral’s Labor Windows
38.3484,-81.6323,West Virginia Workers’ Memorial
41.5725,-93.6105,"White, John P., Gravesite"
39.2308,-111.0591,Wilberg Coal Mine Disaster Memorial
42.6389,-71.3217,Worker Statue
40.34,-75.9267,Workers Memorial Tower
43.0642,-87.9673,Workers Walkway
42.3834,-83.1024,“Detroit Industry” Frescoes
38.8185,-77.0861,“Generations” Sculpture
39.3051,-76.6144,“Sun” Boys’ Memorial
38.9047,-77.0163,“The History of Labor in America” Murals
38.9047,-77.0163,“The Meaning of Social Security” Mural
57.2401,-135.3153,“The Prospector” Statue
38.5676,-92.1759,“The Social History of the State of Missouri” Mural
42.6389,-71.3217,AFL-CIO Events
42.6389,-71.3217,AFL-CIO Events
41.8373,-87.6862,AFL-CIO Events
42.3188,-71.0846,AFL-CIO Events
40.6943,-73.9249,AFL-CIO Events
40.6943,-73.9249,AFL-CIO Events
42.7003,-71.1626,AFL-CIO Events
42.3188,-71.0846,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
41.8373,-87.6862,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
41.2468,-75.8759,AFL-CIO Events
40.4688,-80.063,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
41.8373,-87.6862,AFL-CIO Events
37.7562,-122.443,AFL-CIO Events
37.2692,-76.7076,AFL-CIO Events
37.5295,-77.4756,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
35.233,-118.6103,AFL-CIO Events
35.1046,-89.9773,AFL-CIO Events
41.8373,-87.6862,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
38.9047,-77.0163,AFL-CIO Events
37.2692,-76.7076,AFL-CIO Events
40.6943,-73.9249,AFL-CIO Events
40.0077,-75.1339,AFL-CIO Events
40.0077,-75.1339,AFL-CIO Events
43.2305,-71.5595,AFL-CIO Events
42.4779,-70.9663,AFL-CIO Events
40.0428,-86.8975,AFL-CIO Events
38.6358,-90.2451,AFL-CIO Events
32.7811,-97.3473,AFL-CIO Events
39.1239,-94.5541,AFL-CIO Events
39.1234,-94.7443,AFL-CIO Events
34.7256,-92.3576,AFL-CIO Events
41.8373,-87.6862,AFL-CIO Events
40.6943,-73.9249,AFL-CIO Events
40.4074,-79.9097,AFL-CIO Events
30.0687,-89.9288,AFL-CIO Events
41.8373,-87.6862,AFL-CIO Events
40.0077,-75.1339,AFL-CIO Events
37.175,-104.4908,AFL-CIO Events
